Category,Message,label,cleaned_message
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,1.0,new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy.com. txt one name to 89693. 08715500022 rpl stop 2 cnl
ham,Its not that time of the month nor mid of the time?,0.0,its not that time of the month nor mid of the time?
ham,Fffff. Can you text kadeem or are you too far gone,0.0,fffff. can you text kadeem or are you too far gone
ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,0.0,we not leaving yet. ok lor then we go elsewhere n eat. u thk...
ham,Is fujitsu s series lifebook good?,0.0,is fujitsu s series lifebook good?
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,0.0,yar i wanted 2 scold u yest but late already... i where got zhong se qing you? if u ask me b4 he ask me then i'll go out w u all lor. n u still can act so real.
ham,Dont know you bring some food,0.0,dont know you bring some food
ham,No current and food here. I am alone also,0.0,no current and food here. i am alone also
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,0.0,i'll be in sch fr 4-6... i dun haf da book in sch... it's at home...
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,0.0,hello. they are going to the village pub at 8 so either come here or there accordingly. ok?
ham,Ok,0.0,ok
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,0.0,we don call like &lt;#&gt; times oh. no give us hypertension oh.
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",0.0,"dont give a monkeys wot they think and i certainly don't mind. any friend of mine&all that! just don't sleep wiv , that wud be annoyin!"
ham,Omg it could snow here tonite!,0.0,omg it could snow here tonite!
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,1.0,call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. u have 2 enter all ur mobile & personal details @ the prompts. careful!
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,1.0,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs URL custcare 08712405020.
ham,Carry on not disturbing both of you,0.0,carry on not disturbing both of you
ham,What pa tell me.. I went to bath:-),0.0,what pa tell me.. i went to bath:-)
ham,Jus finished avatar nigro,0.0,jus finished avatar nigro
ham,R u over scratching it?,0.0,r u over scratching it?
ham,Hope you are having a great day.,0.0,hope you are having a great day.
ham,Did either of you have any idea's? Do you know of anyplaces doing something?,0.0,did either of you have any idea's? do you know of anyplaces doing something?
ham,"My planning usually stops at ""find hella weed, smoke hella weed""",0.0,"my planning usually stops at ""find hella weed, smoke hella weed"""
ham,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",0.0,"the fact that you're cleaning shows you know why i'm upset. your priority is constantly ""what i want to do,"" not ""what i need to do."""
ham,Excellent! Are you ready to moan and scream in ecstasy?,0.0,excellent! are you ready to moan and scream in ecstasy?
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,1.0,more people are dogging in your area now. call 09090204448 and join like minded guys. why not arrange 1 yourself. there's 1 this evening. a£1.50 minapn ls278bb
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,0.0,dude avatar 3d was imp. at one point i thought there were actually flies in the room and almost tried hittng one as a reflex
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1.0,"well done! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tcs, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins"
ham,K...k:)why cant you come here and search job:),0.0,k...k:)why cant you come here and search job:)
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,0.0,i got lousy sleep. i kept waking up every 2 hours to see if my cat wanted to come in. i worry about him when its cold :(
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",0.0,"yeah, i'll leave in a couple minutes &amp; let you know when i get to mu"
ham,Can ü call me at 10:10 to make sure dat i've woken up...,0.0,can ü call me at 10:10 to make sure dat i've woken up...
ham,Hey we can go jazz power yoga hip hop kb and yogasana,0.0,hey we can go jazz power yoga hip hop kb and yogasana
ham,The battery is for mr adewale my uncle. Aka Egbon,0.0,the battery is for mr adewale my uncle. aka egbon
ham,I cant pick the phone right now. Pls send a message,0.0,i cant pick the phone right now. pls send a message
ham,Wait 2 min..stand at bus stop,0.0,wait 2 min..stand at bus stop
ham,Oh ic. I thought you meant mary jane.,0.0,oh ic. i thought you meant mary jane.
ham,Haha... Really oh no... How? Then will they deduct your lesson tmr?,0.0,haha... really oh no... how? then will they deduct your lesson tmr?
ham,Nah im goin 2 the wrks with j wot bout u?,0.0,nah im goin 2 the wrks with j wot bout u?
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,0.0,then just eat a shit and wait for ur monkey face bitch.......... u asshole..................
ham,Good night. Am going to sleep.,0.0,good night. am going to sleep.
ham,"Aight I'll grab something to eat too, text me when you're back at mu",0.0,"aight i'll grab something to eat too, text me when you're back at mu"
ham,K...k:)why cant you come here and search job:),0.0,k...k:)why cant you come here and search job:)
ham,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,0.0,take something for pain. if it moves however to any side in the next 6hrs see a doctor.
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",0.0,"lol ... oh no babe, i wont be sliding into your place after midnight, but thanks for the invite"
ham,Howz that persons story,0.0,howz that persons story
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,1.0,guess what! somebody you know secretly fancies you! wanna find out who it is? give us a call on 09065394973 from landline datebox1282essexcm61xn 150p/min 18
ham,LOL that would be awesome payback.,0.0,lol that would be awesome payback.
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.,1.0,it to 80488. your 500 free text messages are valid until 31 december 2005.
ham,Yes :)it completely in out of form:)clark also utter waste.,0.0,yes :)it completely in out of form:)clark also utter waste.
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",0.0,"honeybee said: *i'm d sweetest in d world* god laughed &amp; said: *wait,u havnt met d person reading this msg* moral: even god can crack jokes! gm+gn+ge+gn:)"
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon,0.0,thanks. it was only from tescos but quite nice. all gone now. speak soon
ham,What's a feathery bowa? Is that something guys have that I don't know about?,0.0,what's a feathery bowa? is that something guys have that i don't know about?
ham,Even i cant close my eyes you are in me our vava playing umma :-D,0.0,even i cant close my eyes you are in me our vava playing umma :-d
ham,2 laptop... I noe infra but too slow lar... I wan fast one,0.0,2 laptop... i noe infra but too slow lar... i wan fast one
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,1.0,you have won a guaranteed £200 award or even £1000 cashto claim ur award call free on 08000407165 (18+) 2 stop getstop on 88222 php
ham,Nvm it's ok...,0.0,nvm it's ok...
ham,Enjoy ur life. . Good night,0.0,enjoy ur life. . good night
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,0.0,yes but can we meet in town cos will go to gep and then home. you could text at bus stop. and don't worry we'll have finished by march … ish!
ham,I had askd u a question some hours before. Its answer,0.0,i had askd u a question some hours before. its answer
ham,Thats cool. Where should i cum? On you or in you? :),0.0,thats cool. where should i cum? on you or in you? :)
ham,Delhi and chennai still silent.,0.0,delhi and chennai still silent.
ham,Lol alright i was thinkin that too haha,0.0,lol alright i was thinkin that too haha
spam,Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,1.0,reply to win £100 weekly! where will the 2006 fifa world cup be held? send stop to 87239 to end service
ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,0.0,no i'm in the same boat. still here at my moms. check me out on yo. i'm half naked.
ham,Shhhhh nobody is supposed to know!,0.0,shhhhh nobody is supposed to know!
ham,"Sorry, I'll call later",0.0,"sorry, i'll call later"
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;",0.0,"sorry, i'll call later in meeting any thing related to trade please call arul. &lt;#&gt;"
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee,0.0,hey i will be late... i'm at amk. need to drink tea or coffee
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,0.0,i wnt to buy a bmw car urgently..its vry urgent.but hv a shortage of &lt;#&gt; lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,1.0,urgent! please call 09061743810 from landline. your abta complimentary 4* tenerife holiday or #5000 cash await collection sae t&cs box 326 cw25wx 150 ppm
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,0.0,the length is e same but e top shorter n i got a fringe now. i thk i'm not going liao. too lazy. dun wan 2 distract u also.
